"PARTICIPANTID","variable","Rating","Type","Instrument","Mode","Background","Gender"
"UK40395_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"UK192527_2","VSARP MJ",2,"Arpeg","Setar","Major","UK","Female"
"UK668521_2","VSARP MJ",5,"Arpeg","Setar","Major","UK","Female"
"UK581636_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"UK812201_2","VSARP MJ",5,"Arpeg","Setar","Major","UK","Female"
"UK553917_1","VSARP MJ",4,"Arpeg","Setar","Major","UK","Male"
"UK328873_1","VSARP MJ",4,"Arpeg","Setar","Major","UK","Male"
"UK869688_1","VSARP MJ",4,"Arpeg","Setar","Major","UK","Male"
"UK31600_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"MKATLM2407191050","VSARP MN",4,"Arpeg","Setar","Minor","Kalash","Male"
"MKAJRD2507191630","VSARP MN",5,"Arpeg","Setar","Minor","Kalash","Male"
"MKAAR0108191730","VSARP MN",4,"Arpeg","Setar","Minor","Kalash","Male"
"MKASRD0208191600","VSARP MN",4,"Arpeg","Setar","Minor","Kalash","Male"
"MKAMRJ0308191400","VSARP MN",4,"Arpeg","Setar","Minor","Kalash","Male"
"FKASHR0408191530","VSARP MN",5,"Arpeg","Setar","Minor","Kalash","Female"
"MKAFD2707191400","VSARP MN",3,"Arpeg","Setar","Minor","Kalash","Male"
"MKHMHM1308191130","VSARP MN",5,"Arpeg","Setar","Minor","Khow","Male"
"MKHABD1508191700","VSARP MN",3,"Arpeg","Setar","Minor","Khow","Male"
"MKHMHD1808191600","VSARP MN",1,"Arpeg","Setar","Minor","Khow","Male"
"MKHSHD0608191600","VSARP MN",4,"Arpeg","Setar","Minor","Khow","Male"
"MKAHRV0308190930","VSARP MN",3,"Arpeg","Setar","Minor","Kalash","Male"
"MKASH2407191700","VSARP MN",5,"Arpeg","Setar","Minor","Kalash","Male"
"MKAHJZ3107191030","VSARP MN",2,"Arpeg","Setar","Minor","Kalash","Male"
"MKHTNV2008191100","VSARP MN",3,"Arpeg","Setar","Minor","Khow","Male"
"MKHSFL1008191600","VSARP MN",4,"Arpeg","Setar","Minor","Khow","Male"
"MKAIKB0208190900","VSARP MN",2,"Arpeg","Setar","Minor","Kalash","Male"
"MKHAHT0908191130","VSARP MN",5,"Arpeg","Setar","Minor","Khow","Male"
"MKHKMT1708191330","VSARP MN",3,"Arpeg","Setar","Minor","Khow","Male"
"MKHMSF1808191730","VSARP MN",3,"Arpeg","Setar","Minor","Khow","Male"
"MKATRQ0108191500","VSARP MN",2,"Arpeg","Setar","Minor","Kalash","Male"
"MKARD2607191000","VSARP MN",3,"Arpeg","Setar","Minor","Kalash","Male"
"MKAZRMT3107191600","VSARP MN",4,"Arpeg","Setar","Minor","Kalash","Male"
"MKHIHS0908191430","VSARP MN",4,"Arpeg","Setar","Minor","Khow","Male"
"FKAGL0308191700","VSARP MN",3,"Arpeg","Setar","Minor","Kalash","Female"
"MKAZUD0208191230","VSARP MN",3,"Arpeg","Setar","Minor","Kalash","Male"
"MKHHSN0808191330","VSARP MN",4,"Arpeg","Setar","Minor","Khow","Male"
"MKHISL0808191645","VSARP MN",3,"Arpeg","Setar","Minor","Khow","Male"
"MKANS2607191200","VSARP MN",2,"Arpeg","Setar","Minor","Kalash","Male"
"MKAAKH2707191615","VSARP MN",5,"Arpeg","Setar","Minor","Kalash","Male"
"MKASZD3007190930","VSARP MN",5,"Arpeg","Setar","Minor","Kalash","Male"
"MKHISQ0708191130","VSARP MN",5,"Arpeg","Setar","Minor","Khow","Male"
"MKHZHR1008191230","VSARP MN",5,"Arpeg","Setar","Minor","Khow","Male"
"MKHWL1108191030","VSARP MN",4,"Arpeg","Setar","Minor","Khow","Male"
"MKHMHD0808191100","VSARP MN",5,"Arpeg","Setar","Minor","Khow","Male"
"MKARMD0408190945","VSARP MN",5,"Arpeg","Setar","Minor","Kalash","Male"
"MKHNZR1908191345","VSARP MN",4,"Arpeg","Setar","Minor","Khow","Male"
"MKHISF1408191130","VSARP MN",3,"Arpeg","Setar","Minor","Khow","Male"
"MKHRFQ1308191515","VSARP MN",4,"Arpeg","Setar","Minor","Khow","Male"
"UK629335_1","VSARP MN",2,"Arpeg","Setar","Minor","UK","Male"
"UK337940_2","VSARP MN",2,"Arpeg","Setar","Minor","UK","Female"
"UK395228_2","VSARP MN",5,"Arpeg","Setar","Minor","UK","Female"
"UK523822_2","VSARP MN",4,"Arpeg","Setar","Minor","UK","Female"
"UK123046_2","VSARP MN",5,"Arpeg","Setar","Minor","UK","Female"
"UK499949_1","VSARP MN",3,"Arpeg","Setar","Minor","UK","Male"
"UK464301_1","VSARP MN",4,"Arpeg","Setar","Minor","UK","Male"
"UK361432_2","VSARP MN",3,"Arpeg","Setar","Minor","UK","Female"
"UK440729_2","VSARP MN",3,"Arpeg","Setar","Minor","UK","Female"
"UK386152_1","VSARP MN",3,"Arpeg","Setar","Minor","UK","Male"
"UK468521_2","VSARP MN",3,"Arpeg","Setar","Minor","UK","Female"
"UK490419_1","VSARP MN",5,"Arpeg","Setar","Minor","UK","Male"
"UK207435_2","VSARP MN",3,"Arpeg","Setar","Minor","UK","Female"
"UK130640_1","VSARP MN",3,"Arpeg","Setar","Minor","UK","Male"
"UK328998_2","VSARP MN",2,"Arpeg","Setar","Minor","UK","Female"
"UK822095_1","VSARP MN",5,"Arpeg","Setar","Minor","UK","Male"
"UK797077_2","VSARP MN",3,"Arpeg","Setar","Minor","UK","Female"
"UK81875_2","VSARP MN",3,"Arpeg","Setar","Minor","UK","Female"
"UK647420_2","VSARP MN",3,"Arpeg","Setar","Minor","UK","Female"
"UK149852_2","VSARP MN",3,"Arpeg","Setar","Minor","UK","Female"
"UK716863_1","VSARP MN",3,"Arpeg","Setar","Minor","UK","Male"
"UK338720_2","VSARP MN",5,"Arpeg","Setar","Minor","UK","Female"
"UK477753_2","VSARP MN",4,"Arpeg","Setar","Minor","UK","Female"
"UK734747_1","VSARP MN",4,"Arpeg","Setar","Minor","UK","Male"
"UK632976_1","VSARP MN",4,"Arpeg","Setar","Minor","UK","Male"
"UK559939_1","VSARP MN",3,"Arpeg","Setar","Minor","UK","Male"
"UK787801_2","VSARP MN",4,"Arpeg","Setar","Minor","UK","Female"
"UK249638_2","VSARP MN",4,"Arpeg","Setar","Minor","UK","Female"
"UK349080_1","VSARP MN",4,"Arpeg","Setar","Minor","UK","Male"
"UK774380_2","VSARP MN",3,"Arpeg","Setar","Minor","UK","Female"
"UK819618_1","VSARP MN",5,"Arpeg","Setar","Minor","UK","Male"
"UK40395_2","VSARP MN",5,"Arpeg","Setar","Minor","UK","Female"
"UK192527_2","VSARP MN",3,"Arpeg","Setar","Minor","UK","Female"
"UK668521_2","VSARP MN",5,"Arpeg","Setar","Minor","UK","Female"
"UK581636_2","VSARP MN",4,"Arpeg","Setar","Minor","UK","Female"
"UK812201_2","VSARP MN",4,"Arpeg","Setar","Minor","UK","Female"
"UK553917_1","VSARP MN",4,"Arpeg","Setar","Minor","UK","Male"
"UK328873_1","VSARP MN",2,"Arpeg","Setar","Minor","UK","Male"
"UK869688_1","VSARP MN",4,"Arpeg","Setar","Minor","UK","Male"
"UK31600_2","VSARP MN",5,"Arpeg","Setar","Minor","UK","Female"
"MKATLM2407191050","VSARP AUG",5,"Arpeg","Setar","Augm","Kalash","Male"
"MKAJRD2507191630","VSARP AUG",1,"Arpeg","Setar","Augm","Kalash","Male"
"MKAAR0108191730","VSARP AUG",2,"Arpeg","Setar","Augm","Kalash","Male"
"MKASRD0208191600","VSARP AUG",4,"Arpeg","Setar","Augm","Kalash","Male"
"MKAMRJ0308191400","VSARP AUG",3,"Arpeg","Setar","Augm","Kalash","Male"
"FKASHR0408191530","VSARP AUG",5,"Arpeg","Setar","Augm","Kalash","Female"
"MKAFD2707191400","VSARP AUG",2,"Arpeg","Setar","Augm","Kalash","Male"
"MKHMHM1308191130","VSARP AUG",5,"Arpeg","Setar","Augm","Khow","Male"
"MKHABD1508191700","VSARP AUG",4,"Arpeg","Setar","Augm","Khow","Male"
"MKHMHD1808191600","VSARP AUG",4,"Arpeg","Setar","Augm","Khow","Male"
"MKHSHD0608191600","VSARP AUG",5,"Arpeg","Setar","Augm","Khow","Male"
"MKAHRV0308190930","VSARP AUG",4,"Arpeg","Setar","Augm","Kalash","Male"
"MKASH2407191700","VSARP AUG",4,"Arpeg","Setar","Augm","Kalash","Male"
"MKAHJZ3107191030","VSARP AUG",3,"Arpeg","Setar","Augm","Kalash","Male"
"MKHTNV2008191100","VSARP AUG",1,"Arpeg","Setar","Augm","Khow","Male"
"MKHSFL1008191600","VSARP AUG",4,"Arpeg","Setar","Augm","Khow","Male"
"MKAIKB0208190900","VSARP AUG",2,"Arpeg","Setar","Augm","Kalash","Male"
"MKHAHT0908191130","VSARP AUG",3,"Arpeg","Setar","Augm","Khow","Male"
"MKHKMT1708191330","VSARP AUG",3,"Arpeg","Setar","Augm","Khow","Male"
"MKHMSF1808191730","VSARP AUG",4,"Arpeg","Setar","Augm","Khow","Male"
"MKATRQ0108191500","VSARP AUG",3,"Arpeg","Setar","Augm","Kalash","Male"
"MKARD2607191000","VSARP AUG",4,"Arpeg","Setar","Augm","Kalash","Male"
"MKAZRMT3107191600","VSARP AUG",5,"Arpeg","Setar","Augm","Kalash","Male"
"MKHIHS0908191430","VSARP AUG",4,"Arpeg","Setar","Augm","Khow","Male"
"FKAGL0308191700","VSARP AUG",2,"Arpeg","Setar","Augm","Kalash","Female"
"MKAZUD0208191230","VSARP AUG",3,"Arpeg","Setar","Augm","Kalash","Male"
"MKHHSN0808191330","VSARP AUG",5,"Arpeg","Setar","Augm","Khow","Male"
"MKHISL0808191645","VSARP AUG",3,"Arpeg","Setar","Augm","Khow","Male"
"MKANS2607191200","VSARP AUG",2,"Arpeg","Setar","Augm","Kalash","Male"
"MKAAKH2707191615","VSARP AUG",4,"Arpeg","Setar","Augm","Kalash","Male"
"MKASZD3007190930","VSARP AUG",3,"Arpeg","Setar","Augm","Kalash","Male"
"MKHISQ0708191130","VSARP AUG",5,"Arpeg","Setar","Augm","Khow","Male"
"MKHZHR1008191230","VSARP AUG",4,"Arpeg","Setar","Augm","Khow","Male"
"MKHWL1108191030","VSARP AUG",3,"Arpeg","Setar","Augm","Khow","Male"
"MKHMHD0808191100","VSARP AUG",4,"Arpeg","Setar","Augm","Khow","Male"
"MKARMD0408190945","VSARP AUG",5,"Arpeg","Setar","Augm","Kalash","Male"
"MKHNZR1908191345","VSARP AUG",3,"Arpeg","Setar","Augm","Khow","Male"
"MKHISF1408191130","VSARP AUG",2,"Arpeg","Setar","Augm","Khow","Male"
"MKHRFQ1308191515","VSARP AUG",3,"Arpeg","Setar","Augm","Khow","Male"
"UK629335_1","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Male"
"UK337940_2","VSARP AUG",2,"Arpeg","Setar","Augm","UK","Female"
"UK395228_2","VSARP AUG",5,"Arpeg","Setar","Augm","UK","Female"
"UK523822_2","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Female"
"UK123046_2","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Female"
"UK499949_1","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Male"
"UK464301_1","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Male"
"UK361432_2","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Female"
"UK440729_2","VSARP AUG",2,"Arpeg","Setar","Augm","UK","Female"
"UK386152_1","VSARP AUG",2,"Arpeg","Setar","Augm","UK","Male"
"UK468521_2","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Female"
"UK490419_1","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Male"
"UK207435_2","VSARP AUG",2,"Arpeg","Setar","Augm","UK","Female"
"UK130640_1","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Male"
"UK328998_2","VSARP AUG",2,"Arpeg","Setar","Augm","UK","Female"
"UK822095_1","VSARP AUG",5,"Arpeg","Setar","Augm","UK","Male"
"UK797077_2","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Female"
"UK81875_2","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Female"
"UK647420_2","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Female"
"UK149852_2","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Female"
"UK716863_1","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Male"
"UK338720_2","VSARP AUG",2,"Arpeg","Setar","Augm","UK","Female"
"UK477753_2","VSARP AUG",5,"Arpeg","Setar","Augm","UK","Female"
"UK734747_1","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Male"
"UK632976_1","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Male"
"UK559939_1","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Male"
"UK787801_2","VSARP AUG",2,"Arpeg","Setar","Augm","UK","Female"
"UK249638_2","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Female"
"UK349080_1","VSARP AUG",1,"Arpeg","Setar","Augm","UK","Male"
"UK774380_2","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Female"
"UK819618_1","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Male"
"UK40395_2","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Female"
"UK192527_2","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Female"
"UK668521_2","VSARP AUG",3,"Arpeg","Setar","Augm","UK","Female"
"UK581636_2","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Female"
"UK812201_2","VSARP AUG",5,"Arpeg","Setar","Augm","UK","Female"
"UK553917_1","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Male"
"UK328873_1","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Male"
"UK869688_1","VSARP AUG",4,"Arpeg","Setar","Augm","UK","Male"
"UK31600_2","VSARP AUG",5,"Arpeg","Setar","Augm","UK","Female"
"MKATLM2407191050","VSARP CRM",4,"Arpeg","Setar","Chrom","Kalash","Male"
"MKAJRD2507191630","VSARP CRM",2,"Arpeg","Setar","Chrom","Kalash","Male"
"MKAAR0108191730","VSARP CRM",1,"Arpeg","Setar","Chrom","Kalash","Male"
"MKASRD0208191600","VSARP CRM",3,"Arpeg","Setar","Chrom","Kalash","Male"
"MKAMRJ0308191400","VSARP CRM",3,"Arpeg","Setar","Chrom","Kalash","Male"
"FKASHR0408191530","VSARP CRM",3,"Arpeg","Setar","Chrom","Kalash","Female"
"MKAFD2707191400","VSARP CRM",2,"Arpeg","Setar","Chrom","Kalash","Male"
"MKHMHM1308191130","VSARP CRM",1,"Arpeg","Setar","Chrom","Khow","Male"
"MKHABD1508191700","VSARP CRM",3,"Arpeg","Setar","Chrom","Khow","Male"
"MKHMHD1808191600","VSARP CRM",3,"Arpeg","Setar","Chrom","Khow","Male"
"MKHSHD0608191600","VSARP CRM",1,"Arpeg","Setar","Chrom","Khow","Male"
"MKAHRV0308190930","VSARP CRM",4,"Arpeg","Setar","Chrom","Kalash","Male"
"MKASH2407191700","VSARP CRM",3,"Arpeg","Setar","Chrom","Kalash","Male"
"MKAHJZ3107191030","VSARP CRM",2,"Arpeg","Setar","Chrom","Kalash","Male"
"MKHTNV2008191100","VSARP CRM",3,"Arpeg","Setar","Chrom","Khow","Male"
"MKHSFL1008191600","VSARP CRM",4,"Arpeg","Setar","Chrom","Khow","Male"
"MKAIKB0208190900","VSARP CRM",2,"Arpeg","Setar","Chrom","Kalash","Male"
"MKHAHT0908191130","VSARP CRM",4,"Arpeg","Setar","Chrom","Khow","Male"
"MKHKMT1708191330","VSARP CRM",1,"Arpeg","Setar","Chrom","Khow","Male"
"MKHMSF1808191730","VSARP CRM",5,"Arpeg","Setar","Chrom","Khow","Male"
"MKATRQ0108191500","VSARP CRM",2,"Arpeg","Setar","Chrom","Kalash","Male"
"MKARD2607191000","VSARP CRM",5,"Arpeg","Setar","Chrom","Kalash","Male"
"MKAZRMT3107191600","VSARP CRM",4,"Arpeg","Setar","Chrom","Kalash","Male"
"MKHIHS0908191430","VSARP CRM",3,"Arpeg","Setar","Chrom","Khow","Male"
"FKAGL0308191700","VSARP CRM",3,"Arpeg","Setar","Chrom","Kalash","Female"
"MKAZUD0208191230","VSARP CRM",4,"Arpeg","Setar","Chrom","Kalash","Male"
"MKHHSN0808191330","VSARP CRM",3,"Arpeg","Setar","Chrom","Khow","Male"
"MKHISL0808191645","VSARP CRM",4,"Arpeg","Setar","Chrom","Khow","Male"
"MKANS2607191200","VSARP CRM",2,"Arpeg","Setar","Chrom","Kalash","Male"
"MKAAKH2707191615","VSARP CRM",3,"Arpeg","Setar","Chrom","Kalash","Male"
"MKASZD3007190930","VSARP CRM",2,"Arpeg","Setar","Chrom","Kalash","Male"
"MKHISQ0708191130","VSARP CRM",3,"Arpeg","Setar","Chrom","Khow","Male"
"MKHZHR1008191230","VSARP CRM",3,"Arpeg","Setar","Chrom","Khow","Male"
"MKHWL1108191030","VSARP CRM",2,"Arpeg","Setar","Chrom","Khow","Male"
"MKHMHD0808191100","VSARP CRM",4,"Arpeg","Setar","Chrom","Khow","Male"
"MKARMD0408190945","VSARP CRM",3,"Arpeg","Setar","Chrom","Kalash","Male"
"MKHNZR1908191345","VSARP CRM",2,"Arpeg","Setar","Chrom","Khow","Male"
"MKHISF1408191130","VSARP CRM",2,"Arpeg","Setar","Chrom","Khow","Male"
"MKHRFQ1308191515","VSARP CRM",2,"Arpeg","Setar","Chrom","Khow","Male"
"UK629335_1","VSARP CRM",1,"Arpeg","Setar","Chrom","UK","Male"
"UK337940_2","VSARP CRM",2,"Arpeg","Setar","Chrom","UK","Female"
"UK395228_2","VSARP CRM",4,"Arpeg","Setar","Chrom","UK","Female"
"UK523822_2","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Female"
"UK123046_2","VSARP CRM",4,"Arpeg","Setar","Chrom","UK","Female"
"UK499949_1","VSARP CRM",4,"Arpeg","Setar","Chrom","UK","Male"
"UK464301_1","VSARP CRM",2,"Arpeg","Setar","Chrom","UK","Male"
"UK361432_2","VSARP CRM",2,"Arpeg","Setar","Chrom","UK","Female"
"UK440729_2","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Female"
"UK386152_1","VSARP CRM",2,"Arpeg","Setar","Chrom","UK","Male"
"UK468521_2","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Female"
"UK490419_1","VSARP CRM",2,"Arpeg","Setar","Chrom","UK","Male"
"UK207435_2","VSARP CRM",2,"Arpeg","Setar","Chrom","UK","Female"
"UK130640_1","VSARP CRM",4,"Arpeg","Setar","Chrom","UK","Male"
"UK328998_2","VSARP CRM",2,"Arpeg","Setar","Chrom","UK","Female"
"UK822095_1","VSARP CRM",5,"Arpeg","Setar","Chrom","UK","Male"
"UK797077_2","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Female"
"UK81875_2","VSARP CRM",4,"Arpeg","Setar","Chrom","UK","Female"
"UK647420_2","VSARP CRM",2,"Arpeg","Setar","Chrom","UK","Female"
"UK149852_2","VSARP CRM",2,"Arpeg","Setar","Chrom","UK","Female"
"UK716863_1","VSARP CRM",4,"Arpeg","Setar","Chrom","UK","Male"
"UK338720_2","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Female"
"UK477753_2","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Female"
"UK734747_1","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Male"
"UK632976_1","VSARP CRM",4,"Arpeg","Setar","Chrom","UK","Male"
"UK559939_1","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Male"
"UK787801_2","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Female"
"UK249638_2","VSARP CRM",4,"Arpeg","Setar","Chrom","UK","Female"
"UK349080_1","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Male"
"UK774380_2","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Female"
"UK819618_1","VSARP CRM",1,"Arpeg","Setar","Chrom","UK","Male"
"UK40395_2","VSARP CRM",5,"Arpeg","Setar","Chrom","UK","Female"
"UK192527_2","VSARP CRM",1,"Arpeg","Setar","Chrom","UK","Female"
"UK668521_2","VSARP CRM",2,"Arpeg","Setar","Chrom","UK","Female"
"UK581636_2","VSARP CRM",4,"Arpeg","Setar","Chrom","UK","Female"
"UK812201_2","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Female"
"UK553917_1","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Male"
"UK328873_1","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Male"
"UK869688_1","VSARP CRM",3,"Arpeg","Setar","Chrom","UK","Male"
"UK31600_2","VSARP CRM",4,"Arpeg","Setar","Chrom","UK","Female"
